ActivityDate,ActivityName,ElapsedTime,MovingTime,Distance,MaxSpeed,ElevationGain,Class
"Dec 25, 2016, 10:54:15 PM",Christmas long run,6426,6420,25762.19922,6.099999905,128.9669952,1
"Dec 26, 2016, 11:00:07 PM",The wind was INSANE ,3484,3465,12896.40039,5.599999905,91.90270233,0
"Dec 28, 2016, 6:45:40 AM",There might be something wrong with my watch,1919,1866,6450.799805,5.5,14.50199986,0
"Dec 28, 2016, 4:59:42 PM",Morning Run,4480,4418,16117.90039,5.5,262.8640137,0
"Dec 29, 2016, 5:45:40 PM",There is definitely something wrong with my watch,5390,5257,19331.90039,5.699999809,302.9689941,0
"Dec 30, 2016, 9:48:50 PM",IT Bands bands bands ,3415,3408,12886.40039,5.5,102.5309982,0
"Dec 31, 2016, 10:57:23 PM",Last run of 2k16,7765,7482,29003.69922,6.5,250.6869965,1
"Jan 2, 2017, 7:59:09 PM",First run of the year,3893,3861,16127.5,6.400000095,104.862999,0
"Jan 3, 2017, 3:35:23 PM",Warm up,901,901,3261.899902,4.300000191,0,0
"Jan 3, 2017, 4:16:04 PM",7 minute breakdown ,2492,2492,10836.90039,7.900000095,0,2
"Jan 3, 2017, 5:07:20 PM",Cooldown,652,652,2073.800049,4.199999809,0,0
"Jan 4, 2017, 3:37:45 PM",Recovery run,3678,3511,12890,5.699999809,40.09329987,0
"Jan 5, 2017, 3:44:33 PM",Wearing all white like I'm the mf pope,4468,4159,16120.7998,5.699999809,55.13579941,0
"Jan 6, 2017, 3:19:58 PM",Warm up,913,911,3224.600098,4.599999905,0,0
"Jan 6, 2017, 3:55:16 PM",8mile steady state,2768,2768,12886.59961,5.599999905,0,2
"Jan 6, 2017, 4:47:00 PM",Booldown,1035,892,3233,4.900000095,0,0
"Jan 7, 2017, 3:35:49 PM",Week 7 long run ,5820,5668,22547.19922,5.699999809,213.5919952,1
"Jan 8, 2017, 5:45:07 PM",Easy run,2390,2342,8069.399902,4.800000191,39.61510086,0
"Jan 9, 2017, 4:34:51 PM",Trying not to hammer our runs,4559,4452,17720.69922,5.599999905,29.7076931,0
"Jan 10, 2017, 12:43:43 AM",Easy double ,1841,1797,6448.399902,5.199999809,14.04285717,0
"Jan 10, 2017, 3:41:06 PM",Hills Hills Hills that's that repetition,6835,4282,14497.5,6.099999905,409.7799072,2
"Jan 11, 2017, 8:03:41 PM",Recovery after TJ's research,3572,3464,12960.2002,5.5,54.48913193,0
"Jan 12, 2017, 3:44:22 PM","Running up, because you let me down",5384,4925,19441.59961,5.599999905,78.22750092,1
"Jan 13, 2017, 6:08:28 PM",Blue vs. Orange meet: 1k warmup,1281,1065,4067,4.599999905,0,0
"Jan 13, 2017, 7:15:29 PM",Blue vs Orange meet: jog between 1k & 4x1600,662,528,1664.800049,4.300000191,0,0
"Jan 13, 2017, 8:13:39 PM",Blue vs. Orange meet: cooldown ,1385,1257,4844,5.5,13.64900017,0
"Jan 14, 2017, 3:38:53 PM",Recovery long run ,6141,6012,22545.90039,5.800000191,14.44999981,1
"Jan 15, 2017, 5:10:14 PM",Calf tighter than a rolling hitch ,1865,1730,6453.200195,4.699999809,12.89999962,0
"Jan 16, 2017, 4:05:40 PM",Gabe the Explorer ,4713,4603,17788.80078,5.099999905,286.9228516,0
"Jan 17, 2017, 4:05:27 PM",Warm up ,917,917,3333.600098,4.300000191,0,0
"Jan 17, 2017, 4:46:58 PM",5x1k w/ 600m recovery ,2063,1923,8058.100098,6.699999809,0,2
"Jan 17, 2017, 5:25:01 PM",Cooldown ,1482,1482,4987.200195,4.099999905,0,0
"Jan 18, 2017, 3:07:28 PM",Eazy Duz It,3939,3572,12913,5.699999809,39.56000137,0
"Jan 19, 2017, 4:09:23 PM",Warm up,867,867,3232.600098,4.300000191,0,0
"Jan 19, 2017, 4:44:09 PM",Steady with the crew,2945,2780,13163.5,5.699999809,0,2
"Jan 19, 2017, 5:41:42 PM",Elena bout to work these calves ,1119,1080,3226.199951,4,0,0
"Jan 20, 2017, 5:53:29 PM","We cruzing, we cruzing baby we cruzing",4642,4390,17945.09961,8.100000381,52.84920502,0
"Jan 21, 2017, 4:07:11 PM",Running by snoop doggy,6770,6588,27385.5,5.300000191,14.80000019,1
"Jan 22, 2017, 5:31:01 PM",Dawgs and snakes,1956,1931,7081,4.300000191,15.90359974,0
"Jan 23, 2017, 3:06:20 PM","Don't count the days, make the days count",4532,4469,17717.90039,4.699999809,27.54000092,0
"Jan 24, 2017, 3:23:07 PM",Morning Run,1133,1080,3626.399902,4.599999905,70.87999725,0
"Jan 25, 2017, 3:13:40 PM",Morning Run,4073,3592,12887,4.400000095,56.75999832,0
"Jan 26, 2017, 3:29:36 PM",Morning Run,4190,3988,16280.40039,7.5,67.10857391,0
"Jan 27, 2017, 3:08:33 PM",Windy AF,5514,4090,17716.09961,6,0,0
"Jan 28, 2017, 4:05:42 PM",Salty dawgs,6517,6289,25765.69922,6.099999905,184.8416595,1
"Jan 29, 2017, 4:43:13 PM",Shakeout,1967,1852,6447,4.099999905,13.35999966,0
"Feb 18, 2017, 3:08:31 PM",First day out,1960,1848,6473,4.099999905,10.93999958,0
"Feb 21, 2017, 1:51:42 AM",Afternoon Run,1984,1922,6450,3.799999952,20.05999947,0
"Feb 21, 2017, 3:22:38 PM",Patience ,1754,1754,6462.5,4.5,0,0
"Feb 22, 2017, 3:06:35 PM",Morning Run,2063,1858,6469,4.099999905,35.34000015,0
"Feb 23, 2017, 3:05:46 PM",Morning Run,1937,1801,6446.899902,4.199999809,60.70000076,0
"Feb 24, 2017, 3:36:03 PM",Morning Run,1755,1755,6448.700195,4.5,0,0
"Feb 25, 2017, 3:04:07 PM",Morning Run,2996,2712,9711.799805,4.300000191,51.91999817,0
"Feb 27, 2017, 3:07:38 PM",Morning Run,2650,2624,9716.400391,4.099999905,13.64000034,0
"Feb 28, 2017, 3:34:26 PM",Best run since I got sciatica ,2744,2581,9666.700195,4.900000095,122.163002,0
"Mar 1, 2017, 3:05:45 PM",Another step in the right direction ,2842,2594,9691.799805,4.800000191,20.20000076,0
"Mar 2, 2017, 3:37:37 PM",Morning Run,2815,2648,9724.5,4.599999905,147.003006,0
"Mar 3, 2017, 3:42:35 PM",Morning Run,3722,3511,12888.40039,4.599999905,75.37670135,0
"Mar 4, 2017, 6:41:57 PM",Morning Run,1985,1805,6504.5,4.5,18.15999985,0
"Mar 6, 2017, 3:07:29 PM",Feeling amazing ,3861,3579,12946.5,4.199999809,73.01999664,0
"Mar 7, 2017, 3:23:43 PM",Hope you brought a mattress if you sleeping on me ,4179,3814,14675.2002,5,147.7369995,0
"Mar 8, 2017, 3:06:45 PM",Morning Run,3686,3537,12943.90039,4.599999905,123.9599991,0
"Mar 9, 2017, 3:24:04 PM",Morning Run,3786,3473,12905.40039,4.400000095,79.4861908,0
"Mar 10, 2017, 3:36:32 PM",I can't run with y'all ,4585,4327,16124.7998,4.800000191,115.0599976,0
"Mar 11, 2017, 5:51:45 PM",Morning Run,3627,3450,12888.59961,5,154.2899933,0
"Mar 13, 2017, 2:07:26 PM",Missed the good ol' canyon,4290,4076,16148.40039,5.099999905,165.5,0
"Mar 14, 2017, 2:20:10 PM",Morning Run,866,866,3228.399902,4.400000095,0,0
"Mar 15, 2017, 2:11:35 PM",Easy run,3698,3506,12898.2002,4.900000095,41.29999924,0
"Mar 16, 2017, 2:22:25 PM",Morning Run,4486,4234,16120.90039,5.400000095,82.63999939,0
"Mar 17, 2017, 2:39:49 PM",Morning Run,895,895,3342.600098,4.300000191,0,0
"Mar 17, 2017, 3:07:13 PM",Fartlek action ,2599,2599,10879.7998,7.699999809,0,2
"Mar 17, 2017, 3:55:50 PM",Morning Run,968,968,3321.5,4.300000191,0,0
"Mar 18, 2017, 4:26:31 PM",Recovery long run ,6218,5966,22544.80078,5,84.13999939,1
"Mar 20, 2017, 2:07:43 PM",Ready for this midterm,5363,5102,19332.30078,5.300000191,269.4899902,1
"Mar 21, 2017, 2:21:59 PM",Morning Run,1090,950,3285.199951,4.5,0,0
"Mar 21, 2017, 3:24:49 PM",Morning Run,1965,1819,6491.700195,4.300000191,13.53999996,0
"Mar 22, 2017, 2:07:09 PM",Morning Run,4132,3615,13296.40039,4.699999809,43.90000153,0
"Mar 23, 2017, 2:21:56 PM",Last day before spring break!,5508,4971,19409.80078,5.099999905,193.3123779,1
"Mar 24, 2017, 2:38:25 PM",Warmup,949,949,3228.600098,3.900000095,0,0
"Mar 24, 2017, 3:16:23 PM",10x400 63.9 avg,1884,1814,6933.200195,7.599999905,0,2
"Mar 24, 2017, 3:57:52 PM",Cooldown ,1068,1068,3283,3.700000048,0,0
"Mar 25, 2017, 3:58:30 PM",Exploring the hills,6464,6139,22545.80078,4.699999809,402.4750061,1
"Mar 26, 2017, 2:04:03 PM",Easy day,5672,5606,19322.19922,4.400000095,213.6999969,1
"Mar 27, 2017, 2:35:26 PM",Morning Run,3523,3434,12889.5,4.400000095,127.4800034,0
"Mar 28, 2017, 2:34:44 PM",Morning Run,903,903,3220.199951,4.099999905,0,0
"Mar 28, 2017, 3:17:02 PM",Morning Run,480,281,1883.099976,8.399999619,0,2
"Mar 28, 2017, 3:47:22 PM",Morning Run,505,505,1616.300049,4,0,0
"Mar 29, 2017, 2:35:55 PM",Morning Run,3815,3518,12913.2998,5.099999905,111.7600021,0
"Mar 30, 2017, 2:37:56 PM",Pre meet,3792,3523,12885.5,4.400000095,79.35669708,0
"Mar 31, 2017, 11:15:04 PM",Afternoon Run,915,915,3332.699951,4.300000191,0,0
"Apr 1, 2017, 12:14:04 AM",Afternoon Run,2459,2309,8057.899902,5,17,0
"Apr 1, 2017, 2:32:21 PM",Morning Run,5774,5423,20933.80078,4.900000095,75.68000031,0
"Apr 2, 2017, 4:37:00 PM",Little shakeout,2785,2727,9664.099609,4.900000095,20.05999947,0
"Apr 3, 2017, 2:20:26 PM",Warmup,865,861,3115.800049,4.199999809,0,0
"Apr 3, 2017, 3:07:51 PM",300s,760,420,2147.300049,8.699999809,0,2
"Apr 3, 2017, 3:40:06 PM",Cooldown ,1725,1533,4936.700195,4.099999905,0,0
"Apr 4, 2017, 2:08:56 PM",Morning Run,3866,3547,12889.40039,4.400000095,40.79999924,0
"Apr 5, 2017, 2:22:23 PM",Morning Run,909,909,3225.300049,4.199999809,0,0
"Apr 5, 2017, 3:03:09 PM",150m reps with 250m walk ,1289,1061,2517.5,10.69999981,0,2
"Apr 5, 2017, 3:55:19 PM",Morning Run,1034,1034,3247,4.5,0,0
"Apr 6, 2017, 2:38:06 PM",Pre meet,2850,2581,9668.400391,4.5,51.32329941,0
"Apr 7, 2017, 11:28:23 PM",Warmup ,860,860,3250.199951,4.300000191,0,0
"Apr 8, 2017, 12:41:26 AM",Cooldown ,3619,2467,9011.200195,4.599999905,0,0
"Apr 8, 2017, 8:10:38 PM",Lonely long run,5802,5724,22553.19922,5,87.04000092,1
"Apr 10, 2017, 2:22:02 PM",Morning Run,883,883,3334,4.599999905,0,0
"Apr 10, 2017, 3:04:51 PM",Morning Run,388,226,1186.199951,8.300000191,0,2
"Apr 10, 2017, 3:30:07 PM",Morning Run,1175,1148,3815.699951,4.400000095,0,0
"Apr 11, 2017, 2:07:34 PM",Morning Run,3311,3144,11320.7002,4.300000191,76.76000214,0
"Apr 12, 2017, 2:30:31 PM",Morning Run,3352,3103,11309,5.5,51.20330048,0
"Apr 13, 2017, 9:54:36 PM",Warm up,986,986,3641.399902,4.5,0,0
"Apr 13, 2017, 11:08:13 PM",Cooldown ,2663,2373,8518.900391,5,0,0
"Apr 14, 2017, 11:14:41 PM",Recovery run,3606,3461,12912.09961,4.400000095,91.54000092,0
"Apr 17, 2017, 3:24:18 AM",Evening Run,4405,4204,16144.7998,5.199999809,63.88000107,0
"Apr 17, 2017, 2:07:32 PM",Morning Run,4439,4262,16119,4.300000191,154.6999969,0
"Apr 18, 2017, 2:20:53 PM",Warmup ,922,922,3361.800049,4.300000191,0,0
"Apr 18, 2017, 3:02:52 PM","600, 400, 2x200",859,195,1379.800049,8.300000191,0,2
"Apr 18, 2017, 3:38:31 PM",Cooldown ,1889,1580,4923.700195,4,0,0
"Apr 19, 2017, 2:05:53 PM",808s & easy runs ,3897,3558,12908.5,4.400000095,40.52000046,0
"Apr 20, 2017, 2:05:34 PM",More runs,4508,4333,16105.7998,5,214.5829926,0
"Apr 21, 2017, 2:34:45 PM",Morning Run,909,909,3363.199951,4.400000095,0,0
"Apr 21, 2017, 3:11:35 PM",Morning Run,936,888,2893.699951,9.100000381,0,2
"Apr 21, 2017, 3:46:58 PM",Morning Run,701,630,2187,4.099999905,0,0
"Apr 22, 2017, 3:20:55 AM",Little shakeout ,1575,1573,4431.799805,3.400000095,0,0
"Apr 22, 2017, 3:27:38 PM",Long run 2/2,6010,5873,22561.20019,5.5,137.6800003,1
"Apr 24, 2017, 2:08:19 PM",Morning Run,3310,3280,12950.59961,4.699999809,74.22000122,0
"Apr 25, 2017, 2:23:00 PM",Morning Run,913,913,3316.899902,4.5,0,0
"Apr 25, 2017, 3:01:25 PM",Morning Run,1045,1011,2822.899902,9.899999619,0,2
"Apr 25, 2017, 3:51:49 PM",Morning Run,1032,950,3238.300049,4.300000191,0,0
"Apr 26, 2017, 2:12:42 PM",Recovery ,2904,2612,9719.5,4.300000191,20.21999931,0
"Apr 27, 2017, 2:24:49 PM",Morning Run,871,871,3328.199951,4.5,0,0
"Apr 27, 2017, 3:24:56 PM",Morning Run,944,944,3306.199951,4.5,0,0
"Apr 28, 2017, 7:53:39 PM",Pre meet,2862,2602,9667.5,4.599999905,43.26238251,0
"Apr 29, 2017, 6:33:22 PM",Warmup ,836,836,3019.100098,4,0,0
"Apr 29, 2017, 8:01:57 PM",Long cooldown ,4580,3594,12946.5,4.599999905,85.62670135,0
"May 1, 2017, 2:05:29 PM",Morning Run,3082,2980,11276,4.699999809,108.4400024,0
"May 2, 2017, 2:22:15 PM",Morning Run,917,917,3334.300049,4.300000191,0,0
"May 2, 2017, 3:01:03 PM",Morning Run,731,164,1180.699951,9.600000381,0,2
"May 2, 2017, 3:35:24 PM",Morning Run,1074,1074,3805.399902,4.5,0,0
"May 3, 2017, 2:05:21 PM",Morning Run,2859,2580,9684.200195,4.599999905,19.86000061,0
"May 4, 2017, 2:36:26 PM",Morning Run,754,754,2973.800049,4.599999905,0,0
"May 4, 2017, 3:08:27 PM",Morning Run,420,420,1666.199951,7.800000191,0,2
"May 4, 2017, 3:20:33 PM",Morning Run,1561,1463,5383.600098,4.300000191,14.61999989,0
"May 5, 2017, 2:38:37 PM",Pre meet,2231,2106,8219.700195,4.599999905,21.31999969,0
"May 7, 2017, 12:05:57 AM",Oxy warmup ,1723,1258,4497.5,4.400000095,48,0
"May 7, 2017, 1:30:52 AM",Cooldown ,1344,1344,4847.200195,4.5,49.34000015,0
"May 8, 2017, 2:50:15 PM",Morning Run,2611,2517,9673.799805,4.599999905,30.79290009,0
"May 9, 2017, 2:20:17 PM",Morning Run,966,966,3351.100098,4.300000191,0,0
"May 9, 2017, 2:57:59 PM",Morning Run,847,230,1587.300049,9.100000381,0,2
"May 9, 2017, 3:20:03 PM",Morning Run,936,925,3224.300049,4.400000095,0,0
"May 10, 2017, 2:09:40 PM",Morning Run,2964,2627,9671.700195,4.599999905,19.63999939,0
"May 11, 2017, 2:24:54 PM",Morning Run,1905,1693,6509.899902,4.5,17.11330032,0
"May 12, 2017, 11:55:59 PM",Afternoon Run,1141,1019,3773.800049,4.599999905,0,0
"May 29, 2017, 3:14:18 PM",Day 1,1988,1931,6452.399902,3.900000095,36.84571457,0
"May 30, 2017, 4:02:16 PM",Día 2,1904,1800,6469.399902,4,35.54999924,0
"Jun 1, 2017, 5:47:06 PM",Morning Run,1908,1860,6513.600098,4.300000191,35.33856964,0
"Jun 2, 2017, 3:30:17 PM",Morning Run,1839,1773,6457.899902,4.400000095,33.20000076,0
"Jun 3, 2017, 10:46:16 PM",+ 16mph winds :/,2753,2670,9672.700195,4.599999905,59.35416794,0
"Jun 4, 2017, 4:14:22 PM",Morning Run,1925,1813,6467.899902,4.300000191,35.2857132,0
"Jun 5, 2017, 2:37:51 PM",Week 2 ,2928,2804,9854.299805,4.199999809,82.8266983,0
"Jun 7, 2017, 2:32:56 PM",Morning Run,2955,2722,9700.599609,4.300000191,66.12000275,0
"Jun 8, 2017, 4:53:56 PM",Morning Run,2775,2707,9708,4.5,57.39250183,0
"Jun 9, 2017, 3:22:33 PM",Yosemite running ,2735,2643,9685,5.099999905,97.22000122,0
"Jun 11, 2017, 1:46:12 AM",Evening Run,2438,2427,9666.099609,5.099999905,58.56999969,0
"Jun 11, 2017, 5:48:14 PM",Easy day,2763,2681,9678.299805,4.300000191,83.41777802,0
"Jun 12, 2017, 6:53:16 PM",Week 3 ,3556,3472,12889.5,4.400000095,135.9080048,0
"Jun 13, 2017, 5:30:45 PM",Morning Run,3568,3532,12891.40039,5,96.23220062,0
"Jun 15, 2017, 2:02:11 AM",Evening Run,3560,3555,12892.40039,4.400000095,109.4550018,0
"Jun 15, 2017, 3:33:10 PM",Running with TJ ,2668,2499,9743.5,4.800000191,83.66000366,0
"Jun 16, 2017, 4:08:39 PM",Went to see jigga ,3462,3400,12891.09961,5.599999905,2.160000086,0
"Jun 18, 2017, 2:48:18 PM",Cold as December ,4490,4391,16110,4.599999905,170.5599976,0
"Jun 19, 2017, 2:01:25 PM",Week 4 ,4622,4294,16114.2998,4.800000191,98.59999847,0
"Jun 20, 2017, 4:27:26 PM",Morning Run,4952,4420,16115.09961,4.800000191,88.19999695,0
"Jun 21, 2017, 2:46:53 PM",Morning Run,3802,3575,12887.40039,4.199999809,118.1900024,0
"Jun 22, 2017, 2:23:26 PM",More easy 10s,4729,4500,16123.5,4.900000095,265.8077698,0
"Jun 23, 2017, 3:24:44 PM",So hilly ,4509,4403,16115.90039,4.900000095,298.9542847,0
"Jun 24, 2017, 2:14:51 PM",LR with Danny & Jorge ,5234,5102,19321.5,4.5,224.4366608,1
"Jun 26, 2017, 2:20:02 PM","Another day, another easy 10",4814,4455,16102,4.400000095,86.5,0
"Jun 27, 2017, 2:02:51 PM",Now off to my mommas house to eat breakfast ,4373,4261,16106.09961,4.5,32.54669952,0
"Jun 28, 2017, 3:00:11 AM",Easy double ,1870,1800,6446.700195,4.300000191,35.33538437,0
"Jun 28, 2017, 2:22:45 PM",Morning Run,3778,3696,12888.90039,4.099999905,109.9018173,0
"Jun 29, 2017, 2:03:32 PM",Morning Run,4497,4261,16117.59961,5.400000095,225.8659973,0
"Jun 30, 2017, 3:46:41 PM",Morning Run,4514,4393,16110.7998,4.5,91.52571106,0
"Jul 1, 2017, 2:06:53 PM",LR with the boys ,5877,5799,22552.40039,4.800000191,206.3899994,1
"Jul 2, 2017, 2:22:49 PM",Lil shakeout,1957,1918,6453,4.099999905,37.96333313,0
"Jul 3, 2017, 3:07:43 PM",Morning Run,4572,4401,16129.59961,4.900000095,102.6657181,0
"Jul 4, 2017, 2:32:27 AM",Easy double ,2336,2279,8070.700195,4.300000191,42.01428604,0
"Jul 4, 2017, 2:19:50 PM",Morning Run,4864,4757,17717.80078,4.5,192.3399963,0
"Jul 5, 2017, 2:12:49 PM",Morning Run,4626,4413,16107.59961,4.800000191,237.5752716,0
"Jul 6, 2017, 3:15:59 PM",Morning Run,5083,4810,17715.69922,4.599999905,109.3117828,0
"Jul 7, 2017, 2:20:00 PM",Morning Run,5137,4873,17738.80078,4.300000191,91.06833649,0
"Jul 8, 2017, 2:09:47 PM",Another one with the boys ,7184,6871,25957.90039,5.099999905,204.0599976,1
"Jul 9, 2017, 3:54:55 PM",Morning Run,2886,2764,9674.799805,4.800000191,54.22999954,0
"Jul 10, 2017, 1:52:00 PM","""Don't dream of winning, train for it""-Mo",5534,5199,19333.59961,4.599999905,109.8000031,1
"Jul 11, 2017, 2:11:22 PM",Morning Run,949,949,3226.5,3.900000095,6.860000134,0
"Jul 11, 2017, 2:41:21 PM",1st steady state!,2901,2901,12885.2998,5.300000191,19.29999924,2
"Jul 11, 2017, 3:36:36 PM",Morning Run,1592,1441,4834.600098,3.700000048,11.27999973,0
"Jul 12, 2017, 1:13:04 PM",Recovery run,3724,3577,12895.7998,4.400000095,103.3000031,0
"Jul 13, 2017, 3:09:57 PM",Still tired from six flags ,4677,4414,16113.2002,4.5,134.9329987,0
"Jul 14, 2017, 2:34:10 AM",Evening Run,2299,2268,8057.200195,4.099999905,46.90000153,0
"Jul 14, 2017, 2:28:33 PM",Morning Run,5340,5337,19322.19922,4.599999905,127.4422226,1
"Jul 15, 2017, 2:14:01 PM",LR with the boys,6368,6277,24160.80078,5,361.3970032,1
"Jul 16, 2017, 3:36:38 PM",EZ,2436,2361,8065.700195,4.599999905,44.03333282,0
"Jul 17, 2017, 2:16:02 PM",Morning Run,5492,5204,19330.30078,4.800000191,101.2600021,1
"Jul 18, 2017, 2:10:44 PM",Warm up,990,943,3225.5,4.199999809,2.303333282,0
"Jul 18, 2017, 2:41:58 PM",2nd steady state!,2827,2827,12889.90039,5.900000095,20.20000076,2
"Jul 18, 2017, 3:33:56 PM",Cooldown ,1476,1372,4847.299805,4.099999905,13.65999985,0
"Jul 19, 2017, 2:18:09 PM",Recovery run,4518,4181,14492.09961,5,99.18000031,0
"Jul 20, 2017, 2:25:32 PM",Morning Run,5514,5219,19328.19922,5,295.3999939,1
"Jul 21, 2017, 3:24:44 PM",Slept in by accident ,5552,5162,19333.09961,4.599999905,100.4933319,1
"Jul 22, 2017, 2:12:05 PM",LR with Sam & Danny ,7265,6960,25912.09961,4.900000095,202.8630066,1
"Jul 23, 2017, 5:01:38 PM",Easy day,2720,2666,9672,4.400000095,57.13666534,0
"Jul 24, 2017, 3:30:19 PM",Morning Run,4653,4581,16102.09961,4.400000095,130.2727203,0
"Jul 25, 2017, 2:07:29 PM",Morning Run,981,981,3217,3.700000048,10.42000008,0
"Jul 25, 2017, 2:42:42 PM",Steady state ,3632,3632,16110,5.800000191,23.92000008,2
"Jul 25, 2017, 3:48:11 PM",Morning Run,516,499,1626.300049,3.700000048,5.440000057,0
"Jul 26, 2017, 3:33:07 PM",Morning Run,3614,3555,12885.59961,4.199999809,107.1200027,0
"Jul 27, 2017, 4:03:51 PM",Morning Run,4471,4194,16131.2998,5.599999905,144.5330048,0
"Jul 28, 2017, 2:14:11 PM",Morning Run,3541,3462,12886.59961,4.800000191,150.6170044,0
"Jul 29, 2017, 4:51:34 PM",Morning Run,5116,4843,19326.5,5.099999905,110.5199966,1
"Jul 30, 2017, 2:08:37 PM",Well deserved down week,1842,1816,6449,4.099999905,27.5,0
"Jul 31, 2017, 2:24:55 PM",Morning Run,5238,5047,19323.59961,4.900000095,182.8800049,1
"Aug 1, 2017, 2:12:58 PM",Warmup ,898,898,3223.199951,4.300000191,6.491111279,0
"Aug 1, 2017, 2:41:25 PM",Steady State ,3564,3564,16107.40039,5.199999809,24.21999931,2
"Aug 1, 2017, 3:45:08 PM",Cooldown ,511,480,1619.599976,4,3.523333311,0
"Aug 2, 2017, 2:31:58 PM",Morning Run,4390,4161,14495.2998,4.300000191,89.90000153,0
"Aug 3, 2017, 3:07:47 PM",Morning Run,5938,5295,19341.40039,4.599999905,108.0599976,1
"Aug 4, 2017, 3:37:37 PM",Morning Run,5562,5140,19329.40039,5.199999809,109.5833359,1
"Aug 5, 2017, 2:07:57 PM",Morning Run,6838,6729,25765.59961,5.199999809,421.980011,1
"Aug 6, 2017, 2:14:43 PM",Morning Run,3153,2783,9671.900391,4.699999809,52.15670013,0
"Aug 7, 2017, 2:59:45 PM",Morning Run,5603,5233,19331.19922,4.599999905,108.3199997,1
"Aug 8, 2017, 4:18:56 PM",Morning Run,2620,2603,9677.400391,4.400000095,53.90000153,0
"Aug 15, 2017, 3:10:11 PM",Morning Run,892,891,3133.800049,4.199999809,0,0
"Aug 14, 2017, 2:21:06 PM",Morning Run,4431,4230,16107.59961,5,263.0899963,0
"Aug 15, 2017, 3:41:31 PM",Morning Run,3122,3122,14338.5,5.5,4.619999886,2
"Aug 15, 2017, 4:38:21 PM",Morning Run,1161,873,3058.100098,4.199999809,0,0
"Aug 16, 2017, 2:05:30 PM",Morning Run,3716,3577,12885.7002,4.300000191,75.65329742,0
"Aug 17, 2017, 2:05:49 PM",Morning Run,4316,4222,16174.40039,4.599999905,170.9869995,0
"Aug 18, 2017, 2:07:47 PM",Morning Run,915,897,3263.699951,4.300000191,13.80000019,0
"Aug 18, 2017, 2:46:50 PM",Morning Run,2491,2491,11144.09961,6.599999905,126.7630005,2
"Aug 18, 2017, 3:33:30 PM",Morning Run,1022,1001,3224.699951,3.700000048,34.22000122,0
"Aug 19, 2017, 2:10:32 PM",Morning Run,6694,6572,25758.80078,5.5,205.9199982,1
"Aug 20, 2017, 2:30:54 PM",Morning Run,3155,3002,10142.59961,4,78.25669861,0
"Aug 21, 2017, 2:05:45 PM",Morning Run,4697,4300,16113.09961,4.900000095,203.496994,0
"Aug 22, 2017, 1:53:19 PM",Morning Run,919,919,3327.300049,4.099999905,8.539999962,0
"Aug 22, 2017, 2:28:20 PM",Morning Run,2291,2291,9943.299805,7.099999905,31.93330002,2
"Aug 22, 2017, 3:11:45 PM",Morning Run,1084,1030,3229.199951,3.900000095,6.380000114,0
"Aug 23, 2017, 2:04:50 PM",Morning Run,3740,3501,12880.90039,4.699999809,78.5,0
"Aug 24, 2017, 1:40:53 PM",Morning Run,957,957,3222.800049,4.199999809,5.019999981,0
"Aug 24, 2017, 2:16:43 PM",Morning Run,2804,2804,12884.7998,5.6,16.31999969,2
"Aug 24, 2017, 3:09:18 PM",Morning Run,995,877,3033.100098,4,10.30000019,0
"Aug 25, 2017, 2:38:55 PM",Morning Run,3520,3419,12887.5,5,181.3419952,0
"Aug 26, 2017, 2:16:35 PM",Morning Run,1166,903,3226.600098,4.699999809,7.460000038,0
"Aug 26, 2017, 2:59:47 PM",Morning Run,964,964,5019,7.099999905,8.720000267,2
"Aug 26, 2017, 3:36:38 PM",Morning Run,2086,2043,6899.5,4.300000191,38.06000137,0
"Aug 30, 2017, 2:19:53 PM",Morning Run,3679,3520,12906.2998,4.5,79.72000122,0
"Aug 31, 2017, 1:37:13 PM",Morning Run,1679,941,3229.699951,4.5,5.340000153,0
"Aug 31, 2017, 2:12:04 PM",Morning Run,2970,2950,13250.40039,5.600000095,21.94000053,2
"Aug 31, 2017, 3:09:19 PM",Morning Run,1009,929,3078.899902,4,6.579999924,0
"Aug 28, 2017, 1:57:03 PM",Morning Run,4231,4150,16101.2002,4.699999809,176.0500031,0
"Aug 29, 2017, 1:33:54 PM",Morning Run,926,895,3249.899902,4.300000191,13.88000011,0
"Aug 29, 2017, 2:09:28 PM",Morning Run,2496,2496,10730.59961,6.699999809,108.1829987,2
"Aug 29, 2017, 2:56:18 PM",Morning Run,991,865,2780.199951,4.400000095,30.28000069,0
"Sep 1, 2017, 2:14:26 PM",Morning Run,3782,3504,12887.2002,4.599999905,115.3700027,0
"Sep 2, 2017, 2:12:58 PM",Morning Run,955,946,3276.699951,4.199999809,19.42000008,0
"Sep 2, 2017, 3:40:25 PM",Morning Run,2099,1766,4973.700195,3.900000095,28.87999916,0
"Sep 4, 2017, 2:30:33 PM",Morning Run,4430,4354,16120.2002,4.900000095,263.6340027,0
"Sep 5, 2017, 1:37:36 PM",Morning Run,1015,973,3286.699951,4.099999905,95.03669739,0
"Sep 5, 2017, 2:51:41 PM",Morning Run,1831,1481,4657.399902,3.700000048,6.880000114,0
"Sep 8, 2017, 2:30:46 PM",Morning Run,963,948,3373.300049,4.300000191,8.520000458,0
"Sep 8, 2017, 3:04:56 PM",Morning Run,1629,1629,7838.5,6.400000095,18.51329994,2
